yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Re-Export,Cyprus,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1656726.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2009,2009.0,Re-Export,Cyprus,Antigua and Barbuda,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",17511.0,,34.9823018,33.1451285,17.2234721,-61.9554608
2009,2009.0,Re-Export,Cyprus,Bahrain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",280.0,,34.9823018,33.1451285,26.1551249,50.5344606
2009,2009.0,Re-Export,Cyprus,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",8027.0,,34.9823018,33.1451285,42.6073975,25.4856617
2009,2009.0,Re-Export,Cyprus,Sri Lanka,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",132.0,,34.9823018,33.1451285,7.5554942,80.7137847
2009,2009.0,Re-Export,Cyprus,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",481.0,,34.9823018,33.1451285,35.000074,104.999927
2009,2009.0,Re-Export,Cyprus,Dem. Rep. of the Congo,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",280.0,,34.9823018,33.1451285,,
2009,2009.0,Re-Export,Cyprus,Ethiopia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3084.0,,34.9823018,33.1451285,10.2116702,38.6521203
2009,2009.0,Re-Export,Cyprus,Greece,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",71547.0,,34.9823018,33.1451285,38.9953683,21.9877132
2009,2009.0,Re-Export,Cyprus,Hungary,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",782262.0,,34.9823018,33.1451285,47.1817585,19.5060937
2009,2009.0,Re-Export,Cyprus,Israel,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",73781.0,,34.9823018,33.1451285,30.8124247,34.8594762
2009,2009.0,Re-Export,Cyprus,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",12541.0,,34.9823018,33.1451285,36.5748441,139.2394179
2009,2009.0,Re-Export,Cyprus,Kuwait,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1122.0,,34.9823018,33.1451285,29.2733964,47.4979476
2009,2009.0,Re-Export,Cyprus,Lebanon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3383.0,,34.9823018,33.1451285,33.8750629,35.843409
2009,2009.0,Re-Export,Cyprus,Libya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",59322.0,,34.9823018,33.1451285,26.8234472,18.1236723
2009,2009.0,Re-Export,Cyprus,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",107734.0,,34.9823018,33.1451285,52.2434979,5.6343227
2009,2009.0,Re-Export,Cyprus,Nigeria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",7257.0,,34.9823018,33.1451285,9.6000359,7.9999721
2009,2009.0,Re-Export,Cyprus,"Other Europe, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",116353.0,,34.9823018,33.1451285,,
2009,2009.0,Re-Export,Cyprus,Qatar,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2933.0,,34.9823018,33.1451285,25.3336984,51.2295295
2009,2009.0,Re-Export,Cyprus,Saudi Arabia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3277.0,,34.9823018,33.1451285,25.6242618,42.3528328
2009,2009.0,Re-Export,Cyprus,Senegal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",842.0,,34.9823018,33.1451285,14.4750607,-14.4529612
2009,2009.0,Re-Export,Cyprus,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1435.0,,34.9823018,33.1451285,22.3511148,78.6677428
2009,2009.0,Re-Export,Cyprus,Slovakia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",110217.0,,34.9823018,33.1451285,48.7411522,19.4528646
2009,2009.0,Re-Export,Cyprus,Slovenia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",66096.0,,34.9823018,33.1451285,45.8133113,14.4808369
2009,2009.0,Re-Export,Cyprus,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",7531.0,,34.9823018,33.1451285,46.7985624,8.2319736
2009,2009.0,Re-Export,Cyprus,Syria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",15465.0,,34.9823018,33.1451285,34.6401861,39.0494106
2009,2009.0,Re-Export,Cyprus,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",149555.0,,34.9823018,33.1451285,24.0002488,53.9994829
2009,2009.0,Re-Export,Cyprus,Ukraine,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2228.0,,34.9823018,33.1451285,49.4871968,31.2718321
2009,2009.0,Re-Export,Cyprus,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5574.0,,34.9823018,33.1451285,54.7023545,-3.2765753
