yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Re-Export,Qatar,World,75.0,Nickel and articles thereof,836600.0,,25.3336984,51.2295295,-36.8535712,174.7456809
2016,2016.0,Re-Export,Qatar,Bahrain,75.0,Nickel and articles thereof,81148.0,,25.3336984,51.2295295,26.1551249,50.5344606
2016,2016.0,Re-Export,Qatar,Belgium,75.0,Nickel and articles thereof,14650.0,,25.3336984,51.2295295,50.6402809,4.6667145
2016,2016.0,Re-Export,Qatar,Germany,75.0,Nickel and articles thereof,91756.0,,25.3336984,51.2295295,51.1638175,10.4478313
2016,2016.0,Re-Export,Qatar,Oman,75.0,Nickel and articles thereof,31205.0,,25.3336984,51.2295295,21.0000287,57.0036901
2016,2016.0,Re-Export,Qatar,Saudi Arabia,75.0,Nickel and articles thereof,335156.0,,25.3336984,51.2295295,25.6242618,42.3528328
2016,2016.0,Re-Export,Qatar,India,75.0,Nickel and articles thereof,13925.0,,25.3336984,51.2295295,22.3511148,78.6677428
2016,2016.0,Re-Export,Qatar,Spain,75.0,Nickel and articles thereof,19165.0,,25.3336984,51.2295295,39.3260685,-4.8379791
2016,2016.0,Re-Export,Qatar,United Arab Emirates,75.0,Nickel and articles thereof,222929.0,,25.3336984,51.2295295,24.0002488,53.9994829
2016,2016.0,Re-Export,Qatar,USA,75.0,Nickel and articles thereof,26662.0,,25.3336984,51.2295295,39.7837304,-100.445882
