yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,293282,31.1728205,-7.3362482,-16.85099460447687,133.4130365630627
2006,2006,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,664984,31.1728205,-7.3362482,37.977378106878206,73.97804075806764
2006,2006,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,29107,31.1728205,-7.3362482,51.67568633314729,27.673469819741847
2006,2006,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,447945,31.1728205,-7.3362482,,
2006,2006,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,368524,31.1728205,-7.3362482,17.925141963241547,-78.01492950057497
2006,2006,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,3267857,31.1728205,-7.3362482,43.897683433510366,-100.08947125585888
2006,2006,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,9537849,31.1728205,-7.3362482,59.36075159783851,25.01346951967388
2006,2006,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,185126,31.1728205,-7.3362482,10.528384761701911,103.08333472012376
2006,2006,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,3218,31.1728205,-7.3362482,25.499703063807168,75.5024015339642
2006,2006,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,6462798,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2006,2006,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,729,31.1728205,-7.3362482,6.06272746187266,22.727528470146083
2006,2006,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,50399,31.1728205,-7.3362482,,
2006,2006,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,21508,31.1728205,-7.3362482,26.42921218083572,52.86847103284948
2006,2006,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,18360870,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2006,2006,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,41693312,31.1728205,-7.3362482,,
2006,2006,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,2346,31.1728205,-7.3362482,,
2006,2006,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,62721,31.1728205,-7.3362482,,
2006,2006,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,1534212,31.1728205,-7.3362482,,
2006,2006,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,24642,31.1728205,-7.3362482,,
