yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2019,2019,Import,Comoros,World,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21925931,,,-36.8535712,174.7456809
2019,2019,Import,Comoros,Australia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",136,,,-24.7761086,134.755
2019,2019,Import,Comoros,Belgium,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",130736,,,50.6402809,4.6667145
2019,2019,Import,Comoros,Cameroon,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",79,,,4.6125522,13.1535811
2019,2019,Import,Comoros,Canada,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17053,,,61.0666922,-107.991707
2019,2019,Import,Comoros,China,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",749347,,,35.000074,104.999927
2019,2019,Import,Comoros,Costa Rica,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3175,,,10.2735633,-84.0739102
2019,2019,Import,Comoros,Denmark,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3410,,,55.670249,10.3333283
2019,2019,Import,Comoros,Finland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11369,,,63.2467777,25.9209164
2019,2019,Import,Comoros,France,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12597085,,,46.603354,1.8883335
2019,2019,Import,Comoros,Germany,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",104560,,,51.1638175,10.4478313
2019,2019,Import,Comoros,Italy,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4740,,,42.6384261,12.674297
2019,2019,Import,Comoros,Japan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1768650,,,36.5748441,139.2394179
2019,2019,Import,Comoros,Rep. of Korea,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",215457,,,,
2019,2019,Import,Comoros,Lebanon,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2501,,,33.8750629,35.843409
2019,2019,Import,Comoros,Madagascar,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",133011,,,-18.9249604,46.4416422
2019,2019,Import,Comoros,Mauritius,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2307,,,-20.2759451,57.5703566
2019,2019,Import,Comoros,Mexico,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15178,,,23.6585116,-102.0077097
2019,2019,Import,Comoros,Netherlands,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10170,,,52.2434979,5.6343227
2019,2019,Import,Comoros,Romania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",37877,,,45.9852129,24.6859225
2019,2019,Import,Comoros,Saudi Arabia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1993,,,25.6242618,42.3528328
2019,2019,Import,Comoros,India,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1981,,,22.3511148,78.6677428
2019,2019,Import,Comoros,South Africa,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",36363,,,-28.8166236,24.991639
2019,2019,Import,Comoros,Spain,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15605,,,39.3260685,-4.8379791
2019,2019,Import,Comoros,Sweden,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3410,,,59.6749712,14.5208584
2019,2019,Import,Comoros,Thailand,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",34343,,,14.8971921,100.83273
2019,2019,Import,Comoros,United Arab Emirates,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5893082,,,24.0002488,53.9994829
2019,2019,Import,Comoros,Turkey,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",50794,,,38.9597594,34.9249653
2019,2019,Import,Comoros,Turks and Caicos Isds,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",414,,,,
2019,2019,Import,Comoros,Uganda,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",39,,,1.5333554,32.2166578
2019,2019,Import,Comoros,Egypt,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1047,,,26.2540493,29.2675469
2019,2019,Import,Comoros,United Kingdom,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5434,,,54.7023545,-3.2765753
2019,2019,Import,Comoros,United Rep. of Tanzania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",52399,,,,
2019,2019,Import,Comoros,USA,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18759,,,,
2019,2019,Import,Comoros,"Areas, nes",87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3410,,,,
