yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Export,Israel,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",Australia and New Zealand,Oceania,176000,30.8124247,34.8594762,-16.85099460447687,133.4130365630627
2015,2015,Export,Israel,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",Eastern Asia,Asia,3505000,30.8124247,34.8594762,37.977378106878206,73.97804075806764
2015,2015,Export,Israel,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",Eastern Europe,Europe,912000,30.8124247,34.8594762,51.67568633314729,27.673469819741847
2015,2015,Export,Israel,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",Latin America and the Caribbean,Americas,1609000,30.8124247,34.8594762,17.925141963241547,-78.01492950057497
2015,2015,Export,Israel,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",Northern Africa,Africa,19168000,30.8124247,34.8594762,19.569604022535763,12.47761721199581
2015,2015,Export,Israel,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",Northern America,Americas,21540000,30.8124247,34.8594762,43.897683433510366,-100.08947125585888
2015,2015,Export,Israel,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",Northern Europe,Europe,3837000,30.8124247,34.8594762,59.36075159783851,25.01346951967388
2015,2015,Export,Israel,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",South-eastern Asia,Asia,11532000,30.8124247,34.8594762,10.528384761701911,103.08333472012376
2015,2015,Export,Israel,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",Southern Asia,Asia,8000,30.8124247,34.8594762,25.499703063807168,75.5024015339642
2015,2015,Export,Israel,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",Southern Europe,Europe,486000,30.8124247,34.8594762,40.12399607988535,20.742583178432696
2015,2015,Export,Israel,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",Sub-Saharan Africa,Africa,24000,30.8124247,34.8594762,6.06272746187266,22.727528470146083
2015,2015,Export,Israel,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",Western Asia,Asia,15000,30.8124247,34.8594762,26.42921218083572,52.86847103284948
2015,2015,Export,Israel,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",Western Europe,Europe,30724000,30.8124247,34.8594762,47.92172048214207,7.866753258497997
2015,2015,Export,Israel,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",World,World,93575000,30.8124247,34.8594762,,
