yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,201482,24.0002488,53.9994829,-16.85099460447687,133.4130365630627
2006,2006,Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Central Asia,Asia,365688,24.0002488,53.9994829,39.89317229901691,61.060280637304274
2006,2006,Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,502040,24.0002488,53.9994829,37.977378106878206,73.97804075806764
2006,2006,Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,151386,24.0002488,53.9994829,51.67568633314729,27.673469819741847
2006,2006,Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,4607,24.0002488,53.9994829,17.925141963241547,-78.01492950057497
2006,2006,Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Northern Africa,Africa,62668,24.0002488,53.9994829,19.569604022535763,12.47761721199581
2006,2006,Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,295724,24.0002488,53.9994829,43.897683433510366,-100.08947125585888
2006,2006,Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,225615,24.0002488,53.9994829,59.36075159783851,25.01346951967388
2006,2006,Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,363457,24.0002488,53.9994829,10.528384761701911,103.08333472012376
2006,2006,Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,5078944,24.0002488,53.9994829,25.499703063807168,75.5024015339642
2006,2006,Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,1688,24.0002488,53.9994829,40.12399607988535,20.742583178432696
2006,2006,Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,17517045,24.0002488,53.9994829,6.06272746187266,22.727528470146083
2006,2006,Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,41492,24.0002488,53.9994829,26.42921218083572,52.86847103284948
2006,2006,Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,82569,24.0002488,53.9994829,47.92172048214207,7.866753258497997
2006,2006,Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,World,World,135748608,24.0002488,53.9994829,,
