yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Australia and New Zealand,Oceania,656440,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Central Asia,Asia,480757,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Asia,Asia,6503742,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Europe,Europe,361230,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Latin America and the Caribbean,Americas,12355717,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Melanesia,Oceania,6960,38.9597594,34.9249653,1.0108650891006263,147.3257485906919
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Micronesia,Oceania,13050,38.9597594,34.9249653,6.418559504495792,157.6364476938912
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Africa,Africa,6163513,38.9597594,34.9249653,19.569604022535763,12.47761721199581
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern America,Americas,4790477,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Europe,Europe,5640582,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Polynesia,Oceania,94774,38.9597594,34.9249653,-5.109184731250752,167.40343615892436
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,South-eastern Asia,Asia,176714834,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Asia,Asia,4058717,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,1562509,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Sub-Saharan Africa,Africa,51905922,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,10758677,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,32558750,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2010,2010,Export,Turkey,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,720213093,38.9597594,34.9249653,,
