yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Import,Kuwait,World,22,"Beverages, spirits and vinegar",125189921,,,-36.8535712,174.7456809
2016,2016,Import,Kuwait,Azerbaijan,22,"Beverages, spirits and vinegar",12353,,,40.3936294,47.7872508
2016,2016,Import,Kuwait,Argentina,22,"Beverages, spirits and vinegar",9441,,,-34.9964963,-64.9672817
2016,2016,Import,Kuwait,Australia,22,"Beverages, spirits and vinegar",119419,,,-24.7761086,134.755
2016,2016,Import,Kuwait,Austria,22,"Beverages, spirits and vinegar",23339180,,,47.59397,14.12456
2016,2016,Import,Kuwait,Bahrain,22,"Beverages, spirits and vinegar",2607564,,,26.1551249,50.5344606
2016,2016,Import,Kuwait,Bangladesh,22,"Beverages, spirits and vinegar",259578,,,24.4769288,90.2934413
2016,2016,Import,Kuwait,Armenia,22,"Beverages, spirits and vinegar",56206,,,,
2016,2016,Import,Kuwait,Belgium,22,"Beverages, spirits and vinegar",263085,,,50.6402809,4.6667145
2016,2016,Import,Kuwait,Bosnia Herzegovina,22,"Beverages, spirits and vinegar",24236,,,44.3053476,17.5961467
2016,2016,Import,Kuwait,Brazil,22,"Beverages, spirits and vinegar",32287,,,-10.3333333,-53.2
2016,2016,Import,Kuwait,Canada,22,"Beverages, spirits and vinegar",146158,,,61.0666922,-107.991707
2016,2016,Import,Kuwait,Sri Lanka,22,"Beverages, spirits and vinegar",4649,,,7.5554942,80.7137847
2016,2016,Import,Kuwait,Chile,22,"Beverages, spirits and vinegar",6545,,,-31.7613365,-71.3187697
2016,2016,Import,Kuwait,China,22,"Beverages, spirits and vinegar",41957,,,35.000074,104.999927
2016,2016,Import,Kuwait,Cyprus,22,"Beverages, spirits and vinegar",98621,,,34.9823018,33.1451285
2016,2016,Import,Kuwait,Czechia,22,"Beverages, spirits and vinegar",4900,,,,
2016,2016,Import,Kuwait,Denmark,22,"Beverages, spirits and vinegar",1551610,,,55.670249,10.3333283
2016,2016,Import,Kuwait,Dominican Rep.,22,"Beverages, spirits and vinegar",4460,,,,
2016,2016,Import,Kuwait,Ecuador,22,"Beverages, spirits and vinegar",3630,,,-1.3397668,-79.3666965
2016,2016,Import,Kuwait,Fiji,22,"Beverages, spirits and vinegar",386317,,,,
2016,2016,Import,Kuwait,Finland,22,"Beverages, spirits and vinegar",10351,,,63.2467777,25.9209164
2016,2016,Import,Kuwait,France,22,"Beverages, spirits and vinegar",7654456,,,46.603354,1.8883335
2016,2016,Import,Kuwait,Germany,22,"Beverages, spirits and vinegar",5335617,,,51.1638175,10.4478313
2016,2016,Import,Kuwait,Greece,22,"Beverages, spirits and vinegar",88842,,,38.9953683,21.9877132
2016,2016,Import,Kuwait,Hungary,22,"Beverages, spirits and vinegar",346699,,,47.1817585,19.5060937
2016,2016,Import,Kuwait,Iceland,22,"Beverages, spirits and vinegar",544537,,,64.9841821,-18.1059013
2016,2016,Import,Kuwait,Indonesia,22,"Beverages, spirits and vinegar",111209,,,-2.4833826,117.8902853
2016,2016,Import,Kuwait,Iran,22,"Beverages, spirits and vinegar",75119,,,32.6475314,54.5643516
2016,2016,Import,Kuwait,Ireland,22,"Beverages, spirits and vinegar",14580194,,,52.865196,-7.9794599
2016,2016,Import,Kuwait,Italy,22,"Beverages, spirits and vinegar",3138597,,,42.6384261,12.674297
