yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2002,2002,Re-Export,Jordan,90,"Optical, photographic, cinematographic, measuring, checking, precision, med ...",Eastern Asia,Asia,15255
2002,2002,Re-Export,Jordan,90,"Optical, photographic, cinematographic, measuring, checking, precision, med ...",Eastern Europe,Europe,12580
2002,2002,Re-Export,Jordan,90,"Optical, photographic, cinematographic, measuring, checking, precision, med ...",Northern Africa,Africa,50536
2002,2002,Re-Export,Jordan,90,"Optical, photographic, cinematographic, measuring, checking, precision, med ...",Northern America,Americas,72562
2002,2002,Re-Export,Jordan,90,"Optical, photographic, cinematographic, measuring, checking, precision, med ...",Northern Europe,Europe,287865
2002,2002,Re-Export,Jordan,90,"Optical, photographic, cinematographic, measuring, checking, precision, med ...",Southern Asia,Asia,300
2002,2002,Re-Export,Jordan,90,"Optical, photographic, cinematographic, measuring, checking, precision, med ...",Southern Europe,Europe,44509
2002,2002,Re-Export,Jordan,90,"Optical, photographic, cinematographic, measuring, checking, precision, med ...",Western Asia,Asia,67332
2002,2002,Re-Export,Jordan,90,"Optical, photographic, cinematographic, measuring, checking, precision, med ...",Western Europe,Europe,703366
2002,2002,Re-Export,Jordan,90,"Optical, photographic, cinematographic, measuring, checking, precision, med ...",World,World,26330293
