yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,5200770,21.0000287,57.0036901,37.977378106878206,73.97804075806764
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials,Egypt,Egypt,204843,21.0000287,57.0036901,,
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,68645,21.0000287,57.0036901,17.925141963241547,-78.01492950057497
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,774502,21.0000287,57.0036901,43.897683433510366,-100.08947125585888
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,941103,21.0000287,57.0036901,59.36075159783851,25.01346951967388
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,7187255,21.0000287,57.0036901,10.528384761701911,103.08333472012376
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,252980,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,1135524,21.0000287,57.0036901,40.12399607988535,20.742583178432696
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,1837618,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,298109,21.0000287,57.0036901,26.42921218083572,52.86847103284948
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,1642380,21.0000287,57.0036901,47.92172048214207,7.866753258497997
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials,World,World,96820686,21.0000287,57.0036901,,
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials, Bahrain, Bahrain,8486,21.0000287,57.0036901,,
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials, Jordan, Jordan,4159,21.0000287,57.0036901,,
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials, Kuwait, Kuwait,6216,21.0000287,57.0036901,,
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials, Lebanon, Lebanon,35815,21.0000287,57.0036901,,
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials, Morocco, Morocco,1306,21.0000287,57.0036901,,
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials, Pakistan, Pakistan,10055190,21.0000287,57.0036901,,
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials, Qatar, Qatar,12575,21.0000287,57.0036901,,
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials, Saudi Arabia, Saudi Arabia,3768114,21.0000287,57.0036901,,
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials, United Arab Emirates, United Arab Emirates,42927068,21.0000287,57.0036901,,
2007,2007,Import,Oman,25,Salt; sulfur; earths and stone; plastering materials, Yemen, Yemen,10460,21.0000287,57.0036901,,
