yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,1168,33.8750629,35.843409,-16.85099460447687,133.4130365630627
2008,2008,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,2926,33.8750629,35.843409,39.89317229901691,61.060280637304274
2008,2008,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,4230,33.8750629,35.843409,51.67568633314729,27.673469819741847
2008,2008,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,130,33.8750629,35.843409,17.925141963241547,-78.01492950057497
2008,2008,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Africa,Africa,15760,33.8750629,35.843409,19.569604022535763,12.47761721199581
2008,2008,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,7926,33.8750629,35.843409,43.897683433510366,-100.08947125585888
2008,2008,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,25806,33.8750629,35.843409,59.36075159783851,25.01346951967388
2008,2008,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,20644,33.8750629,35.843409,25.499703063807168,75.5024015339642
2008,2008,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,18100,33.8750629,35.843409,40.12399607988535,20.742583178432696
2008,2008,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,283324,33.8750629,35.843409,6.06272746187266,22.727528470146083
2008,2008,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,85568,33.8750629,35.843409,26.42921218083572,52.86847103284948
2008,2008,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,12462,33.8750629,35.843409,47.92172048214207,7.866753258497997
2008,2008,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,630223,33.8750629,35.843409,,
