yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2019,2019,Export,Pakistan,57,Carpets and other textile floor coverings,Australia and New Zealand,Oceania,1928690,30.3308401,71.247499,-16.85099460447687,133.4130365630627
2019,2019,Export,Pakistan,57,Carpets and other textile floor coverings,Central Asia,Asia,2938,30.3308401,71.247499,39.89317229901691,61.060280637304274
2019,2019,Export,Pakistan,57,Carpets and other textile floor coverings,Eastern Asia,Asia,2337139,30.3308401,71.247499,37.977378106878206,73.97804075806764
2019,2019,Export,Pakistan,57,Carpets and other textile floor coverings,Eastern Europe,Europe,224742,30.3308401,71.247499,51.67568633314729,27.673469819741847
2019,2019,Export,Pakistan,57,Carpets and other textile floor coverings,Latin America and the Caribbean,Americas,1083389,30.3308401,71.247499,17.925141963241547,-78.01492950057497
2019,2019,Export,Pakistan,57,Carpets and other textile floor coverings,Melanesia,Oceania,11154,30.3308401,71.247499,1.0108650891006263,147.3257485906919
2019,2019,Export,Pakistan,57,Carpets and other textile floor coverings,Micronesia,Oceania,1023,30.3308401,71.247499,6.418559504495792,157.6364476938912
2019,2019,Export,Pakistan,57,Carpets and other textile floor coverings,Northern Africa,Africa,6196,30.3308401,71.247499,19.569604022535763,12.47761721199581
2019,2019,Export,Pakistan,57,Carpets and other textile floor coverings,Northern America,Americas,35340729,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2019,2019,Export,Pakistan,57,Carpets and other textile floor coverings,Northern Europe,Europe,4679482,30.3308401,71.247499,59.36075159783851,25.01346951967388
2019,2019,Export,Pakistan,57,Carpets and other textile floor coverings,South-eastern Asia,Asia,453943,30.3308401,71.247499,10.528384761701911,103.08333472012376
2019,2019,Export,Pakistan,57,Carpets and other textile floor coverings,Southern Asia,Asia,10545,30.3308401,71.247499,25.499703063807168,75.5024015339642
2019,2019,Export,Pakistan,57,Carpets and other textile floor coverings,Southern Europe,Europe,6418034,30.3308401,71.247499,40.12399607988535,20.742583178432696
2019,2019,Export,Pakistan,57,Carpets and other textile floor coverings,Sub-Saharan Africa,Africa,726462,30.3308401,71.247499,6.06272746187266,22.727528470146083
2019,2019,Export,Pakistan,57,Carpets and other textile floor coverings,Western Asia,Asia,2149698,30.3308401,71.247499,26.42921218083572,52.86847103284948
2019,2019,Export,Pakistan,57,Carpets and other textile floor coverings,Western Europe,Europe,9598832,30.3308401,71.247499,47.92172048214207,7.866753258497997
2019,2019,Export,Pakistan,57,Carpets and other textile floor coverings,World,World,66954233,30.3308401,71.247499,,
