yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Asia,Asia,988752,,,37.977378106878206,73.97804075806764
2010,2010,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Latin America and the Caribbean,Americas,1676,,,17.925141963241547,-78.01492950057497
2010,2010,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern Africa,Africa,131490,,,19.569604022535763,12.47761721199581
2010,2010,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern America,Americas,9800,,,43.897683433510366,-100.08947125585888
2010,2010,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern Europe,Europe,115347,,,59.36075159783851,25.01346951967388
2010,2010,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,South-eastern Asia,Asia,23116,,,10.528384761701911,103.08333472012376
2010,2010,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Southern Europe,Europe,5647,,,40.12399607988535,20.742583178432696
2010,2010,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Sub-Saharan Africa,Africa,77172,,,6.06272746187266,22.727528470146083
2010,2010,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Asia,Asia,265597,,,26.42921218083572,52.86847103284948
2010,2010,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Europe,Europe,28314,,,47.92172048214207,7.866753258497997
2010,2010,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,World,World,7858091,,,,
