yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2021,2021,Import,Oman,World,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",75017339,,,-36.8535712,174.7456809
2021,2021,Import,Oman,Australia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",3716,,,-24.7761086,134.755
2021,2021,Import,Oman,Bahrain,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",260205,,,26.1551249,50.5344606
2021,2021,Import,Oman,Brazil,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2193048,,,-10.3333333,-53.2
2021,2021,Import,Oman,Sri Lanka,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2818660,,,7.5554942,80.7137847
2021,2021,Import,Oman,China,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1932091,,,35.000074,104.999927
2021,2021,Import,Oman,Denmark,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",206746,,,55.670249,10.3333283
2021,2021,Import,Oman,Ethiopia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",31,,,10.2116702,38.6521203
2021,2021,Import,Oman,France,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",188970,,,46.603354,1.8883335
2021,2021,Import,Oman,Germany,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",35149,,,51.1638175,10.4478313
2021,2021,Import,Oman,Indonesia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",246946,,,-2.4833826,117.8902853
2021,2021,Import,Oman,Iran,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",441602,,,32.6475314,54.5643516
2021,2021,Import,Oman,Italy,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",248522,,,42.6384261,12.674297
2021,2021,Import,Oman,Jordan,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",349461,,,31.1667049,36.941628
2021,2021,Import,Oman,Kenya,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",17622,,,1.4419683,38.4313975
2021,2021,Import,Oman,Rep. of Korea,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",3667,,,,
2021,2021,Import,Oman,Kuwait,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1610044,,,29.2733964,47.4979476
2021,2021,Import,Oman,Luxembourg,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",57583,,,,
2021,2021,Import,Oman,Malaysia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1370925,,,4.5693754,102.2656823
2021,2021,Import,Oman,Morocco,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",42322,,,31.1728205,-7.3362482
2021,2021,Import,Oman,Netherlands,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",123578,,,52.2434979,5.6343227
2021,2021,Import,Oman,Pakistan,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",602392,,,30.3308401,71.247499
2021,2021,Import,Oman,Philippines,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",376728,,,12.7503486,122.7312101
2021,2021,Import,Oman,Qatar,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",459266,,,25.3336984,51.2295295
2021,2021,Import,Oman,Saudi Arabia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",6673193,,,25.6242618,42.3528328
2021,2021,Import,Oman,India,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",58980,,,22.3511148,78.6677428
2021,2021,Import,Oman,Singapore,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",544455,,,1.357107,103.8194992
2021,2021,Import,Oman,Viet Nam,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",53971,,,15.9266657,107.9650855
2021,2021,Import,Oman,Spain,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",31084,,,39.3260685,-4.8379791
2021,2021,Import,Oman,Thailand,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",8545214,,,14.8971921,100.83273
2021,2021,Import,Oman,United Arab Emirates,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",44322384,,,24.0002488,53.9994829
2021,2021,Import,Oman,Tunisia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",6605,,,33.8439408,9.400138
2021,2021,Import,Oman,Turkey,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",186733,,,38.9597594,34.9249653
2021,2021,Import,Oman,Ukraine,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2983,,,49.4871968,31.2718321
2021,2021,Import,Oman,Egypt,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",21154,,,26.2540493,29.2675469
2021,2021,Import,Oman,United Kingdom,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",76769,,,54.7023545,-3.2765753
2021,2021,Import,Oman,United Rep. of Tanzania,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",26,,,,
2021,2021,Import,Oman,USA,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",22964,,,,
2021,2021,Import,Oman,Yemen,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",881531,,,16.3471243,47.8915271
