yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2021,2021.0,Re-Export,Oman,World,1.0,Animals; live,131675926.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2021,2021.0,Re-Export,Oman,Bahrain,1.0,Animals; live,2656585.0,,21.0000287,57.0036901,26.1551249,50.5344606
2021,2021.0,Re-Export,Oman,Sri Lanka,1.0,Animals; live,184.0,,21.0000287,57.0036901,7.5554942,80.7137847
2021,2021.0,Re-Export,Oman,China,1.0,Animals; live,260.0,,21.0000287,57.0036901,35.000074,104.999927
2021,2021.0,Re-Export,Oman,France,1.0,Animals; live,130.0,,21.0000287,57.0036901,46.603354,1.8883335
2021,2021.0,Re-Export,Oman,Greece,1.0,Animals; live,650.0,,21.0000287,57.0036901,38.9953683,21.9877132
2021,2021.0,Re-Export,Oman,Italy,1.0,Animals; live,260.0,,21.0000287,57.0036901,42.6384261,12.674297
2021,2021.0,Re-Export,Oman,Jordan,1.0,Animals; live,418.0,,21.0000287,57.0036901,31.1667049,36.941628
2021,2021.0,Re-Export,Oman,Kuwait,1.0,Animals; live,77449105.0,,21.0000287,57.0036901,29.2733964,47.4979476
2021,2021.0,Re-Export,Oman,Malaysia,1.0,Animals; live,260.0,,21.0000287,57.0036901,4.5693754,102.2656823
2021,2021.0,Re-Export,Oman,Pakistan,1.0,Animals; live,15607.0,,21.0000287,57.0036901,30.3308401,71.247499
2021,2021.0,Re-Export,Oman,Panama,1.0,Animals; live,1001.0,,21.0000287,57.0036901,8.559559,-81.1308434
2021,2021.0,Re-Export,Oman,Qatar,1.0,Animals; live,51378884.0,,21.0000287,57.0036901,25.3336984,51.2295295
2021,2021.0,Re-Export,Oman,Russian Federation,1.0,Animals; live,10273.0,,21.0000287,57.0036901,64.6863136,97.7453061
2021,2021.0,Re-Export,Oman,Saudi Arabia,1.0,Animals; live,23157.0,,21.0000287,57.0036901,25.6242618,42.3528328
2021,2021.0,Re-Export,Oman,India,1.0,Animals; live,24254.0,,21.0000287,57.0036901,22.3511148,78.6677428
2021,2021.0,Re-Export,Oman,Singapore,1.0,Animals; live,262.0,,21.0000287,57.0036901,1.357107,103.8194992
2021,2021.0,Re-Export,Oman,South Africa,1.0,Animals; live,260.0,,21.0000287,57.0036901,-28.8166236,24.991639
2021,2021.0,Re-Export,Oman,Switzerland,1.0,Animals; live,260.0,,21.0000287,57.0036901,46.7985624,8.2319736
2021,2021.0,Re-Export,Oman,United Arab Emirates,1.0,Animals; live,87573.0,,21.0000287,57.0036901,24.0002488,53.9994829
2021,2021.0,Re-Export,Oman,United Kingdom,1.0,Animals; live,1664.0,,21.0000287,57.0036901,54.7023545,-3.2765753
2021,2021.0,Re-Export,Oman,USA,1.0,Animals; live,130.0,,21.0000287,57.0036901,39.7837304,-100.445882
2021,2021.0,Re-Export,Oman,Yemen,1.0,Animals; live,24743.0,,21.0000287,57.0036901,16.3471243,47.8915271
