yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2018,2018,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,165194,31.1728205,-7.3362482,-16.85099460447687,133.4130365630627
2018,2018,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,3133414,31.1728205,-7.3362482,37.977378106878206,73.97804075806764
2018,2018,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,1193165,31.1728205,-7.3362482,51.67568633314729,27.673469819741847
2018,2018,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,1387196,31.1728205,-7.3362482,17.925141963241547,-78.01492950057497
2018,2018,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Africa,Africa,237654,31.1728205,-7.3362482,19.569604022535763,12.47761721199581
2018,2018,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,3715585,31.1728205,-7.3362482,43.897683433510366,-100.08947125585888
2018,2018,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,13936540,31.1728205,-7.3362482,59.36075159783851,25.01346951967388
2018,2018,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,294992,31.1728205,-7.3362482,10.528384761701911,103.08333472012376
2018,2018,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,9273,31.1728205,-7.3362482,25.499703063807168,75.5024015339642
2018,2018,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,15555020,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2018,2018,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,3886,31.1728205,-7.3362482,6.06272746187266,22.727528470146083
2018,2018,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1820596,31.1728205,-7.3362482,26.42921218083572,52.86847103284948
2018,2018,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,38798662,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2018,2018,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,80696287,31.1728205,-7.3362482,,
