yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,443923,31.1728205,-7.3362482,-16.85099460447687,133.4130365630627
2004,2004,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,746706,31.1728205,-7.3362482,37.977378106878206,73.97804075806764
2004,2004,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,63281,31.1728205,-7.3362482,51.67568633314729,27.673469819741847
2004,2004,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,95399,31.1728205,-7.3362482,17.925141963241547,-78.01492950057497
2004,2004,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Africa,Africa,65589,31.1728205,-7.3362482,19.569604022535763,12.47761721199581
2004,2004,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,1346618,31.1728205,-7.3362482,43.897683433510366,-100.08947125585888
2004,2004,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,8205783,31.1728205,-7.3362482,59.36075159783851,25.01346951967388
2004,2004,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,270879,31.1728205,-7.3362482,10.528384761701911,103.08333472012376
2004,2004,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,4852298,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2004,2004,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,25209,31.1728205,-7.3362482,26.42921218083572,52.86847103284948
2004,2004,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,17036627,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2004,2004,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,33210597,31.1728205,-7.3362482,,
