yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Import,Jordan,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",Australia and New Zealand,Oceania,6251,31.1667049,36.941628,-16.85099460447687,133.4130365630627
2012,2012,Import,Jordan,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",Eastern Asia,Asia,9202724,31.1667049,36.941628,37.977378106878206,73.97804075806764
2012,2012,Import,Jordan,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",Eastern Europe,Europe,156758,31.1667049,36.941628,51.67568633314729,27.673469819741847
2012,2012,Import,Jordan,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",Latin America and the Caribbean,Americas,210846,31.1667049,36.941628,17.925141963241547,-78.01492950057497
2012,2012,Import,Jordan,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",Northern Africa,Africa,673748,31.1667049,36.941628,19.569604022535763,12.47761721199581
2012,2012,Import,Jordan,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",Northern America,Americas,10110629,31.1667049,36.941628,43.897683433510366,-100.08947125585888
2012,2012,Import,Jordan,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",Northern Europe,Europe,1098800,31.1667049,36.941628,59.36075159783851,25.01346951967388
2012,2012,Import,Jordan,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",South-eastern Asia,Asia,396250,31.1667049,36.941628,10.528384761701911,103.08333472012376
2012,2012,Import,Jordan,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",Southern Asia,Asia,56542,31.1667049,36.941628,25.499703063807168,75.5024015339642
2012,2012,Import,Jordan,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",Southern Europe,Europe,980967,31.1667049,36.941628,40.12399607988535,20.742583178432696
2012,2012,Import,Jordan,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",Sub-Saharan Africa,Africa,47819,31.1667049,36.941628,6.06272746187266,22.727528470146083
2012,2012,Import,Jordan,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",Western Asia,Asia,3587747,31.1667049,36.941628,26.42921218083572,52.86847103284948
2012,2012,Import,Jordan,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",Western Europe,Europe,8487786,31.1667049,36.941628,47.92172048214207,7.866753258497997
2012,2012,Import,Jordan,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",World,World,54398590,31.1667049,36.941628,,
