yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,35106,26.1551249,50.5344606,-16.85099460447687,133.4130365630627
2003,2003,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,79181,26.1551249,50.5344606,37.977378106878206,73.97804075806764
2003,2003,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,8,26.1551249,50.5344606,51.67568633314729,27.673469819741847
2003,2003,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Northern Africa,Africa,88936,26.1551249,50.5344606,19.569604022535763,12.47761721199581
2003,2003,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,469342,26.1551249,50.5344606,43.897683433510366,-100.08947125585888
2003,2003,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,171535,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2003,2003,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,145081,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2003,2003,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,949012,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2003,2003,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,163156,26.1551249,50.5344606,40.12399607988535,20.742583178432696
2003,2003,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,44221,26.1551249,50.5344606,6.06272746187266,22.727528470146083
2003,2003,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,131444,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2003,2003,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,615679,26.1551249,50.5344606,47.92172048214207,7.866753258497997
2003,2003,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,World,World,68871993,26.1551249,50.5344606,,
