yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
1997,1997,Re-Export,Cyprus,55,Manmade staple fibres,Eastern Asia,Asia,170896
1997,1997,Re-Export,Cyprus,55,Manmade staple fibres,Eastern Europe,Europe,4879543
1997,1997,Re-Export,Cyprus,55,Manmade staple fibres,Latin America and the Caribbean,Americas,259833
1997,1997,Re-Export,Cyprus,55,Manmade staple fibres,Northern Africa,Africa,766198
1997,1997,Re-Export,Cyprus,55,Manmade staple fibres,Northern America,Americas,548529
1997,1997,Re-Export,Cyprus,55,Manmade staple fibres,Northern Europe,Europe,845509
1997,1997,Re-Export,Cyprus,55,Manmade staple fibres,South-eastern Asia,Asia,8298
1997,1997,Re-Export,Cyprus,55,Manmade staple fibres,Southern Europe,Europe,4345741
1997,1997,Re-Export,Cyprus,55,Manmade staple fibres,Sub-Saharan Africa,Africa,897773
1997,1997,Re-Export,Cyprus,55,Manmade staple fibres,Western Asia,Asia,3231804
1997,1997,Re-Export,Cyprus,55,Manmade staple fibres,Western Europe,Europe,1694122
1997,1997,Re-Export,Cyprus,55,Manmade staple fibres,World,World,25036380
