yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,5096957,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2012,2012,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,37955870,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2012,2012,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,34385749,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2012,2012,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,31198882,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2012,2012,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Africa,Africa,20171261,38.9597594,34.9249653,19.569604022535763,12.47761721199581
2012,2012,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,16843713,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2012,2012,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,75385035,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2012,2012,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Polynesia,Oceania,734,38.9597594,34.9249653,-5.109184731250752,167.40343615892436
2012,2012,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,9652746,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2012,2012,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,518051,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2012,2012,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,53437177,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2012,2012,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,117145,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2012,2012,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,362044,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2012,2012,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,185772145,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2012,2012,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,494949712,38.9597594,34.9249653,,
